Vraagprijs,Vraagprijs per m²,Aangeboden sinds,Status,Aanvaarding,Bijdrage VvE,Soort appartement,Soort bouw,Bouwjaar,Soort dak,Wonen,Inhoud,Aantal kamers,Aantal badkamers,Badkamervoorzieningen,Aantal woonlagen,Gelegen op,Voorzieningen,Energielabel,Isolatie,Verwarming,Postal Code,Link,Keurmerken,Toegankelijkheid,Soort garage
€ 250.000 k.k.,€ 3.333,6 weken,Verkocht onder voorbehoud,In overleg,€ 90 per maand,Bovenwoning (appartement),Bestaande bouw,1971,Plat dak bedekt met bitumineuze dakbedekking,75 m²,7 m²,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Ligbad,1 woonlaag,2e woonlaag,Elektra,-,Muurisolatie en dubbel glas,Cv-ketel,1034LJ,https://www.funda.nl/koop/amsterdam/appartement-86701733-bramzeilhof-86/?navigateSource=resultlist,-,-,-
€ 275.000 k.k.,€ 3.667,8 weken,Verkocht onder voorbehoud,In overleg,€ 172 per maand,Bovenwoning (appartement),Bestaande bouw,1956,Plat dak bedekt met bitumineuze dakbedekking,75 m²,9 m²,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Douche,1 woonlaag,5e woonlaag,TV kabel en lift,-,Dubbel glas,Blokverwarming,1064AL,https://www.funda.nl/koop/amsterdam/appartement-86799796-burgemeester-cramergracht-164/?navigateSource=resultlist,-,-,-
€ 385.000 k.k.,€ 5.133,2 maanden,Verkocht onder voorbehoud,In overleg,€ 160 per maand,Benedenwoning (appartement),Bestaande bouw,1956,-,75 m²,5 m²,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,-,1 woonlaag,Begane grond,TV kabel,"G 3,17 Wat betekent dit?",-,Blokverwarming,1098SV,https://www.funda.nl/koop/amsterdam/appartement-40314943-berthelotstraat-3-huis/?navigateSource=resultlist,-,-,-
€ 225.000 k.k.,€ 2.711,2 maanden,Verkocht onder voorbehoud,In overleg,€ 131 per maand,Portiekflat (appartement),Bestaande bouw,1984,Plat dak bedekt met bitumineuze dakbedekking,83 m²,7 m²,4 kamers (3 slaapkamers),1 apart toilet,-,1 woonlaag,2e woonlaag,Elektra,-,Dubbel glas,Cv-ketel,1104PE,https://www.funda.nl/koop/amsterdam/appartement-40312444-kolfschotenstraat-278/?navigateSource=resultlist,-,-,-
€ 225.000 k.k.,€ 2.711,2 maanden,Onder bod,In overleg,€ 115 per maand,Portiekflat (appartement),Bestaande bouw,1984,Plat dak bedekt met bitumineuze dakbedekking,83 m²,7 m²,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,Douche,1 woonlaag,1e woonlaag,Elektra,-,-,Cv-ketel,1104PA,https://www.funda.nl/koop/amsterdam/appartement-40312443-kolfschotenstraat-2/?navigateSource=resultlist,-,-,-
€ 365.000 k.k.,€ 6.759,4 maanden,Onder bod,In overleg,-,Bovenwoning (appartement),Bestaande bouw,-,Plat dak bedekt met bitumineuze dakbedekking,54 m²,6 m²,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Ligbad en douche,1 woonlaag,2e woonlaag,TV kabel,F Wat betekent dit?,-,Cv-ketel,1058NM,https://www.funda.nl/koop/amsterdam/appartement-40266481-heemstedestraat-26-2/?navigateSource=resultlist,-,-,-
€ 250.000 k.k.,€ 3.788,5 maanden,Onder optie,In overleg,€ 84 per maand,Bovenwoning (appartement),Bestaande bouw,1956,Plat dak bedekt met bitumineuze dakbedekking,66 m²,4 m²,3 kamers (2 slaapkamers),-,-,1 woonlaag,1e woonlaag,-,C Wat betekent dit?,Dubbel glas,Stadsverwarming,1067KW,https://www.funda.nl/koop/amsterdam/appartement-86592262-leenhofstraat-11-1/?navigateSource=resultlist,Energie Prestatie Advies,-,-
€ 300.000 k.k.,€ 5.085,2 weken,Verkocht onder voorbehoud,In overleg,-,Bovenwoning (appartement),Bestaande bouw,1925,-,59 m²,6 m²,5 kamers (4 slaapkamers),1 badkamer,Douche en toilet,2 woonlagen,3e woonlaag,-,Niet beschikbaar,-,Gaskachels,1095AV,https://www.funda.nl/koop/amsterdam/appartement-41490380-molukkenstraat-51-iii/?navigateSource=resultlist,-,-,-
€ 280.000 k.k.,€ 3.218,3 weken,Verkocht onder voorbehoud,In overleg,€ 248 per maand,Bovenwoning,Bestaande bouw,1974,Plat dak bedekt met bitumineuze dakbedekking,87 m²,6 m²,3 kamers (2 slaapkamers),1 apart toilet,-,1 woonlaag,5e woonlaag,Elektra,"D 1,63 Wat betekent dit?","Muurisolatie, vloerisolatie en dubbel glas",Blokverwarming,1025DN,https://www.funda.nl/koop/amsterdam/appartement-87824995-h-cleyndertweg-305/?navigateSource=resultlist,-,-,-
€ 275.000 k.k.,€ 5.392,4 weken,Verkocht onder voorbehoud,In overleg,€ 123 per maand,Bovenwoning (appartement),Bestaande bouw,1909,-,51 m²,6 m²,3 kamers (2 slaapkamers),1 badkamer,Douche en toilet,1 woonlaag,2e woonlaag,-,D Wat betekent dit?,Dubbel glas,-,1013SV,https://www.funda.nl/koop/amsterdam/appartement-41465448-spaarndammerstraat-18-c/?navigateSource=resultlist,-,-,-
€ 380.000 k.k.,€ 4.471,5 weken,Verkocht onder voorbehoud,In overleg,€ 69 per maand,Galerijflat (appartement),Bestaande bouw,2008,-,85 m²,7 m²,3 kamers (2 slaapkamers),-,-,1 woonlaag,3e woonlaag,Elektra,A Wat betekent dit?,Volledig geïsoleerd,Stadsverwarming,1087EH,https://www.funda.nl/koop/amsterdam/appartement-87813211-erich-salomonstraat-152/?navigateSource=resultlist,-,-,-
€ 290.000 k.k.,€ 3.372,3 maanden,Verkocht onder voorbehoud,In overleg,-,Benedenwoning (appartement),Bestaande bouw,1996,-,86 m²,86 m²,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Ligbad en douche,1 woonlaag,Begane grond,Elektra en stromend water,-,Volledig geïsoleerd,Stadsverwarming,1060NC,https://www.funda.nl/koop/amsterdam/appartement-40211542-jungfrau-1/?navigateSource=resultlist,-,-,Parkeerplaats
€ 299.000 k.k.,€ 4.041,3 maanden,Verkocht onder voorbehoud,In overleg,-,Bovenwoning (appartement),Bestaande bouw,1968,Plat dak bedekt met bitumineuze dakbedekking,74 m²,22 m²,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Ligbad,1 woonlaag,5e woonlaag,Elektra,-,-,Blokverwarming,1024PG,https://www.funda.nl/koop/amsterdam/appartement-40218038-ilperveldstraat-21/?navigateSource=resultlist,-,-,Garagebox
€ 325.000 k.k.,€ 3.218,3 maanden,Verkocht onder voorbehoud,In overleg,€ 164 per maand,Bovenwoning,Bestaande bouw,1968,Plat dak bedekt met bitumineuze dakbedekking,101 m²,6 m²,4 kamers (3 slaapkamers),1 apart toilet,-,1 woonlaag,4e woonlaag,Elektra,-,Dubbel glas,Blokverwarming,1024AE,https://www.funda.nl/koop/amsterdam/appartement-86660830-jisperveldstraat-126/?navigateSource=resultlist,-,-,-
€ 295.000 k.k.,€ 2.892,4 maanden,Verkocht onder voorbehoud,In overleg,-,Portiekflat (appartement),Bestaande bouw,-,Plat dak bedekt met bitumineuze dakbedekking,102 m²,3 m²,5 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,Douche en toilet,1 woonlaag,2e woonlaag,Elektra,"D 1,85 Wat betekent dit?",-,Blokverwarming,1102NL,https://www.funda.nl/koop/amsterdam/appartement-40265507-haardstee-177/?navigateSource=resultlist,-,-,-
€ 375.000 k.k.,€ 6.944,6 weken,Onder bod,In overleg,€ 50 per maand,Tussenverdieping (appartement),Bestaande bouw,1933,Zadeldak,54 m²,54 m²,3 kamers (2 slaapkamers),1 badkamer,Douche,1 woonlaag,1e woonlaag,Glasvezelkabel,-,-,-,1059TL,https://www.funda.nl/koop/amsterdam/appartement-86703167-westlandgracht-193-1/?navigateSource=resultlist,Energie Prestatie Advies,-,-
€ 325.000 k.k.,€ 4.276,2 maanden,Verkocht onder voorbehoud,In overleg,-,Tussenverdieping (appartement),Bestaande bouw,1940,-,76 m²,8 m²,4 kamers (3 slaapkamers),1 badkamer,Douche en toilet,1 woonlaag,1e woonlaag,TV kabel,Niet beschikbaar,-,-,1055DX,https://www.funda.nl/koop/amsterdam/appartement-40304550-bos-en-lommerweg-303-i/?navigateSource=resultlist,-,-,-
€ 295.000 k.k.,€ 2.921,4 maanden,Verkocht onder voorbehoud,In overleg,€ 230 per maand,Maisonnette (appartement),Bestaande bouw,1969,-,101 m²,5 m²,4 kamers (3 slaapkamers),-,-,2 woonlagen,4e woonlaag,-,A Wat betekent dit?,-,-,1069GD,https://www.funda.nl/koop/amsterdam/appartement-86631701-akerwateringstraat-155/?navigateSource=resultlist,-,-,-
€ 350.000 k.k.,€ 4.795,9 oktober 2019,Onder bod,In overleg,€ 144 per maand,Bovenwoning (appartement),Bestaande bouw,1962,-,73 m²,8 m²,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,Douche,1 woonlaag,1e woonlaag,Lift,E Wat betekent dit?,Dubbel glas,Cv-ketel,1083XE,https://www.funda.nl/koop/amsterdam/appartement-41412956-nedersticht-124/?navigateSource=resultlist,-,-,-
€ 320.000 k.k.,€ 6.400,2 oktober 2019,Onder bod,In overleg,€ 130 per maand,Tussenverdieping (appartement),Bestaande bouw,1928,-,50 m²,8 m²,3 kamers (2 slaapkamers),1 badkamer,Douche en toilet,1 woonlaag,1e woonlaag,TV kabel,D Wat betekent dit?,Vloerisolatie en dubbel glas,Cv-ketel,1079EK,https://www.funda.nl/koop/amsterdam/appartement-41415693-lekstraat-7-1/?navigateSource=resultlist,-,-,-
€ 400.000 k.k.,€ 5.714,2 weken,Onder bod,In overleg,€ 146 per maand,Bovenwoning (appartement),Bestaande bouw,1998,Plat dak,70 m²,4 m²,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Ligbad,6 woonlagen,2e woonlaag,Elektra,B Wat betekent dit?,Dubbel glas en volledig geïsoleerd,Stadsverwarming,1011MH,https://www.funda.nl/koop/amsterdam/appartement-87853244-valkenburgerstraat-135/?navigateSource=resultlist,Energie Prestatie Advies,-,-
€ 349.000 k.k.,€ 4.847,3 weken,Verkocht onder voorbehoud,In overleg,€ 137 per maand,Bovenwoning (appartement),Bestaande bouw,1988,Plat dak bedekt met bitumineuze dakbedekking,72 m²,4 m²,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Douche,1 woonlaag,3e woonlaag,Elektra,C Wat betekent dit?,Volledig geïsoleerd,Cv-ketel,1019GL,https://www.funda.nl/koop/amsterdam/appartement-41462748-jc-van-epenstraat-15/?navigateSource=resultlist,Energie Prestatie Advies,-,-
€ 375.000 k.k.,€ 5.000,4 weken,Onder bod,Per direct beschikbaar,€ 117 per maand,Bovenwoning (appartement),Bestaande bouw,1989,Plat dak bedekt met bitumineuze dakbedekking,75 m²,3 m²,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Douche,1 woonlaag,4e woonlaag,Elektra,"B 1,33 Wat betekent dit?","Dakisolatie, muurisolatie, vloerisolatie en dubbel glas",Cv-ketel,1091VV,https://www.funda.nl/koop/amsterdam/appartement-87824423-tugelaweg-121-e/?navigateSource=resultlist,Energie Prestatie Advies,-,-
€ 375.000 k.k.,€ 3.641,5 weken,Verkocht onder voorbehoud,In overleg,€ 176 per maand,Bovenwoning (appartement),Bestaande bouw,2004,-,103 m²,4 m²,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Douche,1 woonlaag,1e woonlaag,Mechanische ventilatie en lift,B Wat betekent dit?,Volledig geïsoleerd,Cv-ketel,1068PM,https://www.funda.nl/koop/amsterdam/appartement-87815631-oeverpad-551/?navigateSource=resultlist,-,-,-
€ 400.000 k.k.,€ 5.063,5 weken,Verkocht onder voorbehoud,In overleg,€ 219 per maand,Portiekflat (appartement),Bestaande bouw,1963,Plat dak bedekt met bitumineuze dakbedekking,79 m²,9 m²,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Douche,1 woonlaag,2e woonlaag,Elektra,F Wat betekent dit?,Geen isolatie,Blokverwarming,1082EM,https://www.funda.nl/koop/amsterdam/appartement-41450474-zuid-hollandstraat-116-2/?navigateSource=resultlist,-,-,-
€ 350.000 k.k.,€ 6.863,5 weken,Verkocht onder voorbehoud,In overleg,€ 80 per maand,Bovenwoning (appartement),Bestaande bouw,1904,-,51 m²,3 m²,3 kamers (2 slaapkamers),1 badkamer,Douche en toilet,1 woonlaag,2e woonlaag,Mechanische ventilatie en TV kabel,D Wat betekent dit?,Dubbel glas,Cv-ketel,1053TX,https://www.funda.nl/koop/amsterdam/appartement-41459760-elisabeth-wolffstraat-84-2/?navigateSource=resultlist,-,-,-
€ 400.000 k.k.,€ 5.000,5 weken,Verkocht onder voorbehoud,In overleg,€ 114 per maand,Bovenwoning (appartement),Bestaande bouw,-,Plat dak bedekt met bitumineuze dakbedekking,80 m²,4 m²,3 kamers (2 slaapkamers),1 badkamer,Douche,1 woonlaag,2e woonlaag,Mechanische ventilatie,"B 1,16 Wat betekent dit?",Volledig geïsoleerd,Cv-ketel,1093DD,https://www.funda.nl/koop/amsterdam/appartement-41459562-von-zesenstraat-233/?navigateSource=resultlist,-,-,-
€ 249.000 k.k.,€ 2.862,5 weken,Verkocht onder voorbehoud,In overleg,€ 236 per maand,Galerijflat (appartement),Bestaande bouw,1970,Plat dak bedekt met bitumineuze dakbedekking,87 m²,6 m²,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Douche,1 woonlaag,3e woonlaag,TV kabel en lift,"E 2,02 Wat betekent dit?",Gedeeltelijk dubbel glas en voorzetramen,Blokverwarming,1025AH,https://www.funda.nl/koop/amsterdam/appartement-41457340-elpermeer-275/?navigateSource=resultlist,Energie Prestatie Advies,-,-
€ 340.000 k.k.,€ 6.071,6 weken,Verkocht onder voorbehoud,In overleg,€ 135 per maand,Bovenwoning (appartement),Bestaande bouw,1937,Plat dak bedekt met bitumineuze dakbedekking,56 m²,9 m²,4 kamers (3 slaapkamers),1 badkamer,Douche en toilet,1 woonlaag,3e woonlaag,Elektra,D Wat betekent dit?,Gedeeltelijk dubbel glas,Cv-ketel,1056XB,https://www.funda.nl/koop/amsterdam/appartement-40349314-bloys-van-treslongstraat-32-ii/?navigateSource=resultlist,-,-,-
€ 250.000 k.k.,€ 3.247,6 weken,Onder bod,Beschikbaar per 1-11-2019,€ 221 per maand,Galerijflat (appartement),Bestaande bouw,1965,-,77 m²,6 m²,3 kamers (2 slaapkamers),1 badkamer,Douche en toilet,1 woonlaag,5e woonlaag,TV kabel en lift,D Wat betekent dit?,Dubbel glas,Blokverwarming,1068JR,https://www.funda.nl/koop/amsterdam/appartement-40347006-s-f-van-ossstraat-304/?navigateSource=resultlist,-,-,-
€ 375.000 k.k.,€ 5.435,6 weken,Verkocht onder voorbehoud,In overleg,€ 100 per maand,Bovenwoning (appartement),Bestaande bouw,1940,Plat dak bedekt met bitumineuze dakbedekking,69 m²,2 m²,3 kamers (2 slaapkamers),1 badkamer,Douche en toilet,1 woonlaag,1e woonlaag,TV kabel,E Wat betekent dit?,Dubbel glas,Cv-ketel en gehele vloerverwarming,1055CK,https://www.funda.nl/koop/amsterdam/appartement-86709455-tijl-uilenspiegelstraat-7-i/?navigateSource=resultlist,Energie Prestatie Advies,-,-
€ 390.000 k.k.,€ 3.645,7 weken,Verkocht onder voorbehoud,In overleg,€ 187 per maand,Galerijflat (appartement),Bestaande bouw,1998,Plat dak bedekt met bitumineuze dakbedekking,107 m²,18 m²,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,"Ligbad, douche en toilet",1 woonlaag,3e woonlaag,Elektra en elektrische deur,B Wat betekent dit?,Geen isolatie,Cv-ketel,1068PM,https://www.funda.nl/koop/amsterdam/appartement-40333095-oeverpad-418/?navigateSource=resultlist,-,-,Garagebox
€ 375.000 k.k.,€ 5.282,7 weken,Verkocht onder voorbehoud,In overleg,€ 120 per maand,Bovenwoning (appartement),Bestaande bouw,1928,Zadeldak bedekt met pannen,71 m²,5 m²,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Douche,1 woonlaag,1e woonlaag,TV kabel,"E 2,20 Wat betekent dit?",Dubbel glas,Cv-ketel,1058GM,https://www.funda.nl/koop/amsterdam/appartement-40331378-surinameplein-23-1/?navigateSource=resultlist,-,-,-
€ 275.000 k.k.,€ 3.873,2 maanden,Verkocht onder voorbehoud,In overleg,€ 163 per maand,Bovenwoning (appartement),Bestaande bouw,1959,Zadeldak bedekt met pannen,71 m²,13 m²,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,Douche,1 woonlaag,3e woonlaag,TV kabel,"C 1,31 Wat betekent dit?",Dubbel glas,Cv-ketel,1061VP,https://www.funda.nl/koop/amsterdam/appartement-40322605-derkinderenstraat-57-2/?navigateSource=resultlist,-,-,-
€ 345.000 k.k.,€ 4.367,2 maanden,Verkocht onder voorbehoud,In overleg,€ 233 per maand,Bovenwoning (appartement),Bestaande bouw,1963,-,79 m²,8 m²,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,Douche,1 woonlaag,-,Lift,"C 1,50 Wat betekent dit?",Dubbel glas,Cv-ketel,1082VA,https://www.funda.nl/koop/amsterdam/appartement-40321381-buitenveldertselaan-35/?navigateSource=resultlist,-,-,-
€ 370.000 k.k.,€ 6.491,2 maanden,Verkocht onder voorbehoud,In overleg,€ 80 per maand,Bovenwoning (appartement),Bestaande bouw,1940,-,57 m²,11 m²,3 kamers (2 slaapkamers),1 badkamer,Ligbad en toilet,1 woonlaag,3e woonlaag,Mechanische ventilatie en TV kabel,G Wat betekent dit?,Dakisolatie en vloerisolatie,Cv-ketel,1055BM,https://www.funda.nl/koop/amsterdam/appartement-40327446-sanderijnstraat-11-iii/?navigateSource=resultlist,-,-,-
€ 345.000 k.k.,€ 3.557,4 oktober 2019,Onder bod,In overleg,€ 178 per maand,Galerijflat (appartement),Bestaande bouw,1994,-,97 m²,4 m²,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Ligbad,1 woonlaag,-,Lift,C Wat betekent dit?,-,Cv-ketel,1066SE,https://www.funda.nl/koop/amsterdam/appartement-41417107-ardennenlaan-148/?navigateSource=resultlist,-,-,-
€ 215.000 k.k.,€ 3.028,2 weken,Onder bod,In overleg,€ 103 per maand,Bovenwoning (appartement),Bestaande bouw,1985,Plat dak bedekt met bitumineuze dakbedekking,71 m²,5 m²,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Douche,3 woonlagen,2e woonlaag,Elektra,A Wat betekent dit?,Muurisolatie en gedeeltelijk dubbel glas,Cv-ketel,1104PC,https://www.funda.nl/koop/amsterdam/appartement-41498333-kolfschotenstraat-194/?navigateSource=resultlist,-,-,-
€ 325.000 k.k.,€ 5.702,3 weken,Onder bod,In overleg,€ 102 per maand,Bovenwoning (appartement),Bestaande bouw,1939,Plat dak,57 m²,10 m²,3 kamers (2 slaapkamers),1 badkamer,Douche en toilet,1 woonlaag,1e woonlaag,Elektra,Niet beschikbaar,Dubbel glas,Cv-ketel,1055BS,https://www.funda.nl/koop/amsterdam/appartement-41477807-sanderijnstraat-12-i/?navigateSource=resultlist,-,-,-
€ 300.000 k.k.,€ 4.762,3 weken,Verkocht onder voorbehoud,In overleg,-,Portiekflat (appartement),Bestaande bouw,1950,Zadeldak bedekt met pannen,63 m²,10 m²,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,-,1 woonlaag,3e woonlaag,Elektra,C Wat betekent dit?,Dubbel glas,Cv-ketel,1056BA,https://www.funda.nl/koop/amsterdam/appartement-41475934-robert-scottstraat-52-2/?navigateSource=resultlist,-,-,-
€ 350.000 k.k.,€ 5.224,3 weken,Verkocht onder voorbehoud,In overleg,€ 111 per maand,Portiekwoning (appartement met open portiek),Bestaande bouw,1988,Plat dak bedekt met bitumineuze dakbedekking,67 m²,4 m²,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Douche,1 woonlaag,2e woonlaag,Elektra,C Wat betekent dit?,Dubbel glas,Cv-ketel,1091RT,https://www.funda.nl/koop/amsterdam/appartement-41464455-swammerdamstraat-2-b/?navigateSource=resultlist,-,-,-
€ 299.000 k.k.,€ 5.339,3 weken,Verkocht onder voorbehoud,In overleg,-,Bovenwoning,Bestaande bouw,-,Plat dak bedekt met bitumineuze dakbedekking,56 m²,5 m²,3 kamers (2 slaapkamers),1 badkamer,"Ligbad, douche en toilet",1 woonlaag,2e woonlaag,Mechanische ventilatie en TV kabel,Niet verplicht,Dubbel glas,Cv-ketel,1056JT,https://www.funda.nl/koop/amsterdam/appartement-41463321-willem-de-zwijgerlaan-66-ii/?navigateSource=resultlist,-,-,-
€ 325.000 k.k.,€ 6.019,3 weken,Verkocht onder voorbehoud,In overleg,€ 80 per maand,Bovenwoning (appartement),Bestaande bouw,1934,Samengesteld dak bedekt met pannen en bitumineuze dakbedekking,54 m²,6 m²,3 kamers (2 slaapkamers),1 badkamer,Ligbad en toilet,1 woonlaag,1e woonlaag,-,E Wat betekent dit?,-,Cv-ketel,1059SR,https://www.funda.nl/koop/amsterdam/appartement-41463396-woestduinstraat-111-i/?navigateSource=resultlist,-,-,-
€ 300.000 k.k.,€ 3.614,4 weken,Verkocht onder voorbehoud,In overleg,€ 150 per maand,Portiekflat (appartement),Bestaande bouw,2010,Plat dak,83 m²,4 m²,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Douche,1 woonlaag,7e woonlaag,"Mechanische ventilatie, TV kabel en lift",-,Volledig geïsoleerd,Cv-ketel,1102AX,https://www.funda.nl/koop/amsterdam/appartement-87824340-raoul-wallenbergstraat-133/?navigateSource=resultlist,-,-,-
€ 350.000 k.k.,€ 4.487,4 weken,Verkocht onder voorbehoud,In overleg,€ 126 per maand,Bovenwoning (appartement),Bestaande bouw,1992,Plat dak bedekt met bitumineuze dakbedekking,78 m²,4 m²,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Douche,1 woonlaag,5e woonlaag,Elektra,-,Volledig geïsoleerd,Cv-ketel,1062KJ,https://www.funda.nl/koop/amsterdam/appartement-41467537-wittgensteinlaan-349/?navigateSource=resultlist,-,-,-
€ 285.000 k.k.,€ 4.318,4 weken,Verkocht onder voorbehoud,In overleg,€ 214 per maand,Portiekflat (appartement),Bestaande bouw,1999,Plat dak,66 m²,4 m²,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,-,1 woonlaag,2e woonlaag,TV kabel en lift,-,Dubbel glas,Stadsverwarming,1060RE,https://www.funda.nl/koop/amsterdam/appartement-41465999-ladogameerhof-153/?navigateSource=resultlist,-,-,-
€ 275.000 k.k.,€ 3.313,5 weken,Verkocht onder voorbehoud,In overleg,€ 225 per maand,Maisonnette (appartement),Bestaande bouw,-,Plat dak,83 m²,4 m²,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Douche,2 woonlagen,10e woonlaag,-,-,Gedeeltelijk dubbel glas,Blokverwarming,1068XA,https://www.funda.nl/koop/amsterdam/appartement-41459917-nicolaas-anslijnstraat-179/?navigateSource=resultlist,-,-,-
€ 225.000 k.k.,€ 2.711,5 weken,Verkocht onder voorbehoud,In overleg,€ 225 per maand,Maisonnette (appartement),Bestaande bouw,-,Plat dak,83 m²,4 m²,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Douche,2 woonlagen,6e woonlaag,-,Niet beschikbaar,Gedeeltelijk dubbel glas,Blokverwarming,1068XA,https://www.funda.nl/koop/amsterdam/appartement-41459914-nicolaas-anslijnstraat-180/?navigateSource=resultlist,-,-,-
€ 250.000 k.k.,€ 4.464,5 weken,Verkocht onder voorbehoud,In overleg,€ 98 per maand,Bovenwoning (appartement),Bestaande bouw,1955,Zadeldak bedekt met pannen,56 m²,25 m²,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Douche,1 woonlaag,3e woonlaag,TV kabel,-,Dubbel glas,Cv-ketel,1065TP,https://www.funda.nl/koop/amsterdam/appartement-41458706-ariana-nozemanstraat-21-2/?navigateSource=resultlist,-,-,-
€ 340.000 k.k.,€ 4.304,5 weken,Verkocht onder voorbehoud,In overleg,€ 131 per maand,Bovenwoning (appartement),Bestaande bouw,-,-,79 m²,5 m²,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Douche,1 woonlaag,5e woonlaag,Elektra,-,Dubbel glas,Cv-ketel,1062BP,https://www.funda.nl/koop/amsterdam/appartement-41457326-thorn-prikkerstraat-42/?navigateSource=resultlist,-,-,-
€ 300.000 k.k.,€ 3.409,6 weken,Verkocht onder voorbehoud,In overleg,€ 251 per maand,Galerijflat (appartement),Bestaande bouw,1974,-,88 m²,7 m²,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Ligbad en douche,1 woonlaag,11e woonlaag,TV kabel en lift,D Wat betekent dit?,Dubbel glas,Blokverwarming,1025EE,https://www.funda.nl/koop/amsterdam/appartement-40342730-h-cleyndertweg-839/?navigateSource=resultlist,-,-,-
€ 400.000 k.k.,€ 3.077,6 weken,Onder bod,In overleg,€ 198 per maand,Bovenwoning (appartement),Bestaande bouw,1999,Plat dak bedekt met bitumineuze dakbedekking,130 m²,8 m²,5 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,-,1 woonlaag,3e woonlaag,Elektra,B Wat betekent dit?,-,Cv-ketel,1063MH,https://www.funda.nl/koop/amsterdam/appartement-40341825-jan-de-jonghkade-26/?navigateSource=resultlist,-,-,Parkeerplaats
€ 260.000 k.k.,€ 3.421,6 weken,Verkocht onder voorbehoud,In overleg,€ 204 per maand,Galerijflat (appartement),Bestaande bouw,1973,Plat dak bedekt met bitumineuze dakbedekking,76 m²,6 m²,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Douche,1 woonlaag,13e woonlaag,TV kabel en lift,"D 1,86 Wat betekent dit?",Dubbel glas,Blokverwarming,1025TJ,https://www.funda.nl/koop/amsterdam/appartement-40349987-loenermark-391/?navigateSource=resultlist,-,-,Parkeerkelder en parkeerplaats
€ 210.000 k.k.,€ 2.763,6 weken,Verkocht onder voorbehoud,In overleg,-,Portiekflat (appartement),Bestaande bouw,1984,Plat dak,76 m²,6 m²,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Douche,1 woonlaag,2e woonlaag,Elektra,C Wat betekent dit?,Dubbel glas,Cv-ketel,1104MP,https://www.funda.nl/koop/amsterdam/appartement-86703374-kloekhorststraat-265/?navigateSource=resultlist,-,-,-
€ 395.000 k.k.,€ 7.453,7 weken,Verkocht onder voorbehoud,In overleg,€ 104 per maand,Bovenwoning (dubbel bovenhuis),Bestaande bouw,1926,-,53 m²,31 m²,3 kamers (2 slaapkamers),1 badkamer,-,2 woonlagen,2e woonlaag,Mechanische ventilatie en TV kabel,A Wat betekent dit?,-,Cv-ketel,1076XK,https://www.funda.nl/koop/amsterdam/appartement-40334280-theseusstraat-15-ii/?navigateSource=resultlist,-,-,-
€ 250.000 k.k.,€ 2.907,7 weken,Verkocht onder voorbehoud,In overleg,€ 137 per maand,Benedenwoning (appartement),Bestaande bouw,1981,Plat dak,86 m²,4 m²,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,Douche,2 woonlagen,Begane grond,-,"C 1,48 Wat betekent dit?",Dubbel glas,Cv-ketel,1107JL,https://www.funda.nl/koop/amsterdam/appartement-40330343-schalkwijkpad-23/?navigateSource=resultlist,-,-,-
